ChapterID,VerseID,Source,Target
ISA.8,1,"1Njesigənea̰ ulam pana: Maji kam m’un bəgərə-ndaŋg-maktub gə́ boi ndá m’ndaŋg ta dɔ’g gə goo gosonégər m’pana: Ɔsje rɔ sí ɓad mba kunda dee banrɔ ləm, aḭje ɓuguje na̰ dɔ nébanrɔ’g ləm tɔ.","1TheLordsaid to me, “Take a large scroll and write on it with an ordinary pen: Maher-Shalal-Hash-Baz.”#8:1Maher-Shalal-Hash-Bazmeansquick to the plunder, swift to the spoil; also in verse 3."
2CH.19,1,"1Josapat, mbai gə́ Juda tel aw kəi ləa gə́ Jerusalem gə meekulɔm.","1When Jehoshaphat king of Judah returned safely to his palace in Jerusalem,"
ISA.64,1,"1To gə́ pər gə́ mbudu o̰ kag gə́ tudu bèe ləm,","1Oh, that you would rend the heavens and come down,"
2CH.17,1,"1Josapat, ŋgolə Asa ɓa o̰ ɓee tor bɔbeeje’g. Yeḛ wa rəa kɔgərɔ rɔ ne gə Israɛlje.",1Jehoshaphat his son succeeded him as king and strengthened himself against Israel.
JOB.19,1,1Jɔb un ta pa pana:,1Then Job replied:
PRO.19,1,1Njendoo gə́ njaa gə goo rəbee lé,1Better the poor whose walk is blameless
2SA.14,1,"1Joab, ŋgolə Seruja oo to gə́ mee mbai to dɔ Absalɔm’g yaa̰ ya ɓəi.",1Joab son of Zeruiah knew that the king’s heart longed for Absalom.
EZK.37,1,1Ji Njesigənea̰ to dɔm’g ndá Njesigənea̰ ar ndilee unm aw səm ilam mee wəl-loo’g loo gə́ siŋga dəwje to keneŋ njɔg-njɔg.,"1The hand of theLordwas on me, and he brought me out by the Spirit of theLordand set me in the middle of a valley; it was full of bones."
ISA.3,1,1Mbaidɔmbaije gə́ Njesigənea̰ gə́ njeboo-néje,"1See now, the Lord,"
ISA.46,1,"1Magə-Bel gə magə-Nebo toso,","1Bel bows down, Nebo stoops low;"
ROM.3,1,1See ri ɓa ar Jibje d’ur ne dɔ dəwje gə́ raŋg wa. Esé see kinja tamɔd lé majee to né gə́ banwa.,"1What advantage, then, is there in being a Jew, or what value is there in circumcision?"
ISA.56,1,1Njesigənea̰ pa togə́bè pana:,1This is what theLordsays:
JOB.25,1,1Bildad dəw gə́ Sua un ta pa pana:,1Then Bildad the Shuhite replied:
EPH.2,1,1Seḭ wəije yoo-kalta lə sí ləm gə yoo-kaiyaje#Kol 2.13,"1As for you, you were dead in your transgressions and sins,"
EZK.34,1,1Njesigənea̰ ulam ta gə rɔtaje nee pana:,1The word of theLordcame to me:
PSA.26,1,1Pakɔs lə Dabid.,"1Vindicate me,Lord,"
EST.5,1,"1Ndɔ gə́ njekɔm’g munda lé Este ula kubu-mbai rəa’g ndá aw aar ne mee gadloo’g mee kəi’g lə mbai, no̰ kəi’g lə mbai. Mbai lé si dɔ kalimbai ko̰ɓee’g ləa mee kəi-mbai’g no̰ loo kandə kaw mee kəi’g.","1On the third day Esther put on her royal robes and stood in the inner court of the palace, in front of the king’s hall. The king was sitting on his royal throne in the hall, facing the entrance."
GEN.41,1,"1Aa oo, ləb joo gə́ gogo lé Parao̰ ni ndá yeḛ aar ta baa’g.","1When two full years had passed, Pharaoh had a dream: He was standing by the Nile,"
LUK.18,1,"1Jeju un ta ula dee gə gosota tɔji dee gə mba kar dee d’oo, lé riri kara d’a ra tamaji ta Ala’g ta-ta ɓó d’a kar rɔ dee wəi dɔ’g sululu pai godo.",1Then Jesus told his disciples a parable to show them that they should always pray and not give up.
EZR.6,1,1Yen ŋga mbai Darius un ndia gə mba kar dee saŋg mee kəi-ŋgəm-maktubje gə́ to loo gə́ d’ɔm nébaoje lə ɓee gə́ Babilɔn keneŋ.,"1King Darius then issued an order, and they searched in the archives stored in the treasury at Babylon."
NUM.20,1,1Koso-dəwje gə́ Israɛl lai ree dɔdilaloo gə́ Sin mee naḭ gə́ dɔtar tɔɓəi deḛ d’isi loo gə́ Kades. Lée neelé ɓa Miriam wəi ar dee dubee keneŋ.,"1In the first month the whole Israelite community arrived at the Desert of Zin, and they stayed at Kadesh. There Miriam died and was buried."
LEV.25,1,1Njesigənea̰ ula Moyis ta dɔ mbal gə́ Sinai pana#Tr 23.10-11:,"1TheLordsaid to Moses at Mount Sinai,"
JER.16,1,1Njesigənea̰ ulam ta gə rɔtaje nee pana:,1Then the word of theLordcame to me:
PRO.12,1,1Yeḛ gə́ ndigi kar dee d’wɔjee kəmkàr lé,"1Whoever loves discipline loves knowledge,"
NUM.9,1,1Naḭ gə́ dɔtar gə́ mee ləb gə́ njekɔm’g joo gə́ orè goo kunda gə́ d’unda loo mee ɓee gə́ Ejiptə teḛ lé Njesigənea̰ ula Moyis ta dɔdilaloo gə́ Sinai pana#Tr 12.1-13:,"1TheLordspoke to Moses in the Desert of Sinai in the first month of the second year after they came out of Egypt. He said,"
GEN.31,1,1Jakob oo ta lə ŋgalə Laba̰ gə́ diŋgam gə́ pa pana: Jakob lé odo néje lai gə́ to ka̰ bɔ síje. Mbɔl dɔ némajije lə bɔ síje ɓa yeḛ iŋga ne nébaoje yaa̰ togə́bè.,"1Jacob heard that Laban’s sons were saying, “Jacob has taken everything our father owned and has gained all this wealth from what belonged to our father.”"
PSA.17,1,1Tamaji lə Dabid,"1Hear me,Lord, my plea is just;"
MRK.5,1,1Deḛ teḛ kel tura ɓeeko̰’g lə Gadaraje.,1They went across the lake to the region of the Gerasenes.#5:1Some manuscriptsGadarenes; other manuscriptsGergesenes
MRK.16,1,"1Loo gə́ ndɔ-kwa-rɔ lé dəs mba̰ ndá Mari gə́ Magdala ləm, gə Mari gə́ ko̰ Jak ləma, gə Salome ləm tɔ lé ndogo ubu gə́ ə̰də sululu d’aw mba kɔm dɔ Jeju’g.","1When the Sabbath was over, Mary Magdalene, Mary the mother of James, and Salome bought spices so that they might go to anoint Jesus’ body."
PSA.73,1,1Pakɔs lə Asap.,"1Surely God is good to Israel,"
JER.20,1,"1Pasur, ŋgolə Imer gə́ to njekinjanéməs gə mbai gə́ njekoo goo néje gə́ mee kəi’g lə Njesigənea̰ lé oo ta lə Jeremi loo gə́ yeḛ teggin taje neelé.","1When the priest Pashhur son of Immer, the official in charge of the temple of theLord, heard Jeremiah prophesying these things,"
ISA.50,1,1Njesigənea̰ pa togə́bè pana:,1This is what theLordsays:
PSA.79,1,"1Pakɔs lə Asap#2Mb 25.8-10, 2SgI 36.17-19, Jer 52.12-14.","1O God, the nations have invaded your inheritance;"
LEV.23,1,1Njesigənea̰ ula Moyis,"1TheLordsaid to Moses,"
1CH.9,1,1Israɛlje lai lé deḛ ndaŋg ri dee gə goo ginkojije lə dee ndá d’unda ri dee mee maktub’g lə mbaije gə́ Israɛl. Njé gə́ Juda ɓa d’wa dee gə́ ɓər d’aw sə dee Babilɔn mbata lə kaltaje lə dee lé.,1All Israel was listed in the genealogies recorded in the book of the kings of Israel and Judah. They were taken captive to Babylon because of their unfaithfulness.
MIC.6,1,1Ooje ta gə́ Njesigənea̰ pa ɓa nee:,1Listen to what theLordsays:
LEV.4,1,1Njesigənea̰ ula Moyis pana:,"1TheLordsaid to Moses,"
2KI.2,1,"1Loo gə́ kàree as mba̰ gə mba kar Njesigənea̰ un Eli dan lel-mal’g aw səa dara lé ndá, Eli deḛ gə Elije d’ḭ Gilgal d’aw njaa na̰’d.","1When theLordwas about to take Elijah up to heaven in a whirlwind, Elijah and Elisha were on their way from Gilgal."
EST.9,1,"1Mee naḭ gə́ njekɔm’g dɔg-giree-joo gə́ to naḭ Adar lé ndɔ gə́ njekɔm’g dɔg-giree-munda ɓa to ndɔ gə́ d’a gə ra né gə goo ndukun gə́ mbai un ndia dɔg ləm, to ndəa gə́ njéba̰je lə Jibje d’ə̰ji meḛ dee’g mba dum ne dɔ dee ləm tɔ. Nɛ né neelé tel to ɓəd ar Jibje ɓa tel dum dɔ njéba̰je lə dee lé.","1On the thirteenth day of the twelfth month, the month of Adar, the edict commanded by the king was to be carried out. On this day the enemies of the Jews had hoped to overpower them, but now the tables were turned and the Jews got the upper hand over those who hated them."
EXO.34,1,1Njesigənea̰ ula Moyis pana: I nja gə́ tɔl bəgərə mbalje joo asəna gə njé gə́ kédé lé ndá ta gə́ to bəgərə mbalje gə́ i təd njigi-njigi kédé lé m’a tel ndaŋg gogo ɓəi.,"1TheLordsaid to Moses, “Chisel out two stone tablets like the first ones, and I will write on them the words that were on the first tablets, which you broke."
LEV.8,1,1Njesigənea̰ ula Moyis pana:,"1TheLordsaid to Moses,"
NEH.11,1,1Mbai dɔ koso-dəwje-je ree d’isi Jerusalem. Ges koso-dəwje ra né asəna gə téḛ bèe mba kiŋga ne dəw kára mbuna deḛ gə́ dɔg’d karee ree si Jerusalem gə́ to ɓee gə́ to gə kəmee gə mba kar deḛ gə́ jinaikara lé d’a nai mee ɓee-booje’g tɔ.,"1Now the leaders of the people settled in Jerusalem. The rest of the people cast lots to bring one out of every ten of them to live in Jerusalem, the holy city, while the remaining nine were to stay in their own towns."
MAT.8,1,1Loo gə́ Jeju ḭ dɔ mbal’g risi gə́ naŋg ndá koso-dəwje ndɔm na̰ gée’g.,"1When Jesus came down from the mountainside, large crowds followed him."
PSA.68,1,1Pakɔs lə Dabid gə́ ar bao-pa mba karee ɔs sə dee lé.,"1May God arise, may his enemies be scattered;"
1KI.3,1,"1Salomo̰ ɔm na̰’d gə Parao̰, mbai gə́ Ejiptə gə goo rəw taa gə́ yeḛ taa ŋgonee gə́ dené kára gə́ dené ləa lé. Yeḛ ree səa aree si mee ɓee-boo’g lə Dabid, saar karee tɔl kula gə́ wɔji dɔ kəi ləa-yeḛ ləm, gə kəi lə Njesigənea̰ ləma, gə ndògo-bɔrɔ gə́ gugu dɔ Jerusalem ləm lé bém tɔ.","1Solomon made an alliance with Pharaoh king of Egypt and married his daughter. He brought her to the City of David until he finished building his palace and the temple of theLord, and the wall around Jerusalem."
AMO.5,1,1Seḭ gel-bɔje lə Israɛl lé urje mbi sí ooje ne ta nee gə́ ma m’no̰ ne gə meeko̰yoo mbata lə sí lé.,"1Hear this word, Israel, this lament I take up concerning you:"
2KI.25,1,"1Ləb ko̰ɓee lə Sedesias gə́ njekɔm’g jinaikara, mee ndɔ gə́ njekɔm’g dɔg lə naḭ gə́ njekɔm’g dɔg lé Nebukadnesar, mbai gə́ Babilɔn ree gə njérɔje ləa lai ree rɔ ne gə njé gə́ Jerusalem, yeḛ gaŋg no̰ dee béréré si keneŋ ləm, gə uba dɔndalje aḭ ne dɔ dee sub-sub ləm tɔ#Jer 21.1-10, 34.1-5, Ejk 24.2.","1So in the ninth year of Zedekiah’s reign, on the tenth day of the tenth month, Nebuchadnezzar king of Babylon marched against Jerusalem with his whole army. He encamped outside the city and built siege works all around it."
EZK.46,1,"1Mbaidɔmbaije gə́ Njesigənea̰ pa togə́bè pana: Tarəw kandə mee gadloo gə́ kəi kɔrɔg gə́ to par gə́ bər lé a to gə loo kudee mee ndɔje gə́ misa̰ gə́ to ndɔ ra kula lé, nɛ ndɔ-kwa-rɔ ndá təa a to tag ləm, ndɔ gə́ naḭ teḛ sigi kara təa a to tag ləm tɔ.","1“ ‘This is what the SovereignLordsays: The gate of the inner court facing east is to be shut on the six working days, but on the Sabbath day and on the day of the New Moon it is to be opened."
HOS.3,1,"1Njesigənea̰ ulam pana: Dené neelé gə́ njeto səa gə́ raŋg si gən ləm, gə́ to njemɔdkaiya ləm tɔ lé maji kam m’tel m’undá dan kəm’g gogo. Maji kam m’ndigee to gə́ Njesigənea̰ ndigi ne Israɛlje gə́ tel kəm dee gə́ rɔ magəje’g d’unda mbəje gə́ ra dee gə kandə nduú gə́ tudu lé dan kəm dee’g bèe lé.","1TheLordsaid to me, “Go, show your love to your wife again, though she is loved by another man and is an adulteress. Love her as theLordloves the Israelites, though they turn to other gods and love the sacred raisin cakes.”"
ROM.15,1,1Jeḛ gə́ siŋga sí to kɔgərɔ ɓəi lé maji kar sí n’laje gə njémeembɔréje loo rəm’g lə dee ɓó n’saŋgje rɔlel gə́ wɔji dɔ sí gə kar sí el.,1We who are strong ought to bear with the failings of the weak and not to please ourselves.
PSA.146,1,1Maji kar sí pidije Njesigənea̰.,1Praise theLord.#146:1HebrewHallelu Yah; also in verse 10
JHN.19,1,1Yen ŋga Pilatə un ndia ar dee kundá Jeju gə ndəi sab-sab.,1Then Pilate took Jesus and had him flogged.
MRK.12,1,"1Jeju un ta si ndoo dee gə gosotaje pana: Dəw kára bèe wa ndɔ, ma̰a nduú keneŋ ndá yeḛ ula ŋgalaŋ gugu ne dəa ləm, yeḛ uru bwa keneŋ gə́ ka̰ mbula mán-nduú ləma, yeḛ uru pal ləm tɔ, tɔɓəi yeḛ wa ndɔ-nduú lé ula ji njéndəaje’g ɓa ɔd par aw mbá dɔ ɓee gə́ raŋg#Esa 5.1-2.","1Jesus then began to speak to them in parables:“A man planted a vineyard. He put a wall around it, dug a pit for the winepress and built a watchtower. Then he rented the vineyard to some farmers and moved to another place."
GEN.13,1,"1Abram ḭ Ejiptə aw par gə́ dɔkɔl, yeḛ gə dené ləa, gə néje ləa lai ləm, Lɔt kara aw səa na̰’d ləm tɔ.","1So Abram went up from Egypt to the Negev, with his wife and everything he had, and Lot went with him."
PSA.29,1,1Pakɔs lə Dabid#Pak 96.7-9,"1Ascribe to theLord, you heavenly beings,"
GEN.35,1,"1Ala ula Jakob pana: Uba naŋg ḭta, aw Betel mba si keneŋ. Lée neelé i a ra loo-nékinjaməs keneŋ kar Ala, yeḛ gə́ teḛ dɔi’g loo gə́ i aḭ ŋgokɔḭ Esawu lé#Gn 28.11-17.","1Then God said to Jacob, “Go up to Bethel and settle there, and build an altar there to God, who appeared to you when you were fleeing from your brother Esau.”"
EZK.12,1,1Njesigənea̰ ulam ta gə rɔtaje nee pana:,1The word of theLordcame to me:
ZEC.3,1,"1Yeḛ am m’oo Jujee ŋgɔ-njekinjanéməs gə́ aar tar no̰ kura’g lə Njesigənea̰ ndá Njekurai aar dɔ jikɔlee’g gə mba kila ta dəa’g#Esd 5.2, LkJ 12.10.","1Then he showed me Joshua the high priest standing before the angel of theLord, and Satan#3:1Hebrewsatanmeansadversary.standing at his right side to accuse him."
JER.24,1,"1Loo gə́ Nebukadnesar, mbai gə́ Babilɔn wa Jekonia, ŋgolə Jojakim, mbai gə́ Juda ləm, gə ŋgan-mbaije gə́ Juda ləma, gə njéra-kula-kagje gə njéra lar-kudu-ta-néje ləm tɔ mee ɓee gə́ Jerusalem aw sə dee Babilɔn mba̰ ndá, Njesigənea̰ am m’oo kandə kodéje mee karèje joo gə́ d’unda takəi’g lə Njesigənea̰#2Mb 24.12-16, 2SgI 36.10.","1After Jehoiachin#24:1HebrewJeconiah,a variant ofJehoiachinson of Jehoiakim king of Judah and the officials, the skilled workers and the artisans of Judah were carried into exile from Jerusalem to Babylon by Nebuchadnezzar king of Babylon, theLordshowed me two baskets of figs placed in front of the temple of theLord."
NUM.32,1,"1Ginkoji Rubḛje gə ginkoji Gadje lé deḛ to njénékulje gə́ bula digi-digi, tɔɓəi deḛ d’oo to gə́ ɓee gə́ Jajer gə ɓee gə́ Galaad lé to loo gə́ maji mbata nékulje.","1The Reubenites and Gadites, who had very large herds and flocks, saw that the lands of Jazer and Gilead were suitable for livestock."
EXO.3,1,"1Moyis aw ul nékulje lə məmeeje gə́ ria lə Jetro gə́ to njekinjanéməs gə́ Madian, yeḛ aw gə nékulje neelé dɔdilaloo’g teḛ sə dee dɔ mbal’g lə Ala gə́ ria lə Oreb.","1Now Moses was tending the flock of Jethro his father-in-law, the priest of Midian, and he led the flock to the far side of the wilderness and came to Horeb, the mountain of God."
1KI.21,1,"1Goo néje neelé ndá, aa ooje, né gə́ teḛ ɓa nee: Nabot gə́ Jisreel lé ndɔ-nduú ləa to Jisreel mbɔr kəi-mbai’g lə Akab, mbai gə́ Samari.","1Some time later there was an incident involving a vineyard belonging to Naboth the Jezreelite. The vineyard was in Jezreel, close to the palace of Ahab king of Samaria."
REV.14,1,"1Ma m’aa loo gərərə m’oo Ŋgonbad gə́ aar dɔ mbal gə́ Sio̰’g, deḛ gə́ d’aar səa lé d’as tɔl-dɔg-loo-tɔl gə dɔ dee 44, ri Ŋgonbad gə ri Bɔbeeje lé to ŋgo no̰ dee’g#LkJ 7.3.","1Then I looked, and there before me was the Lamb, standing on Mount Zion, and with him 144,000 who had his name and his Father’s name written on their foreheads."
2CH.5,1,"1Bèe ɓa kulaje lai gə́ Salomo̰ ra mbata kəi lə Njesigənea̰ lé tɔlee bém. Yen ɓa yeḛ odo larnda, gə larlɔr, gə nékulaje gə́ bɔbeeje gə́ Dabid unda dee gə kəmee lé ndá yeḛ ɔm dee mee kəi-nébaoje’g lə Ala tɔ#2Sam 8.11, 1SgI 18.11.","1When all the work Solomon had done for the temple of theLordwas finished, he brought in the things his father David had dedicated—the silver and gold and all the furnishings—and he placed them in the treasuries of God’s temple."
NUM.15,1,1Njesigənea̰ ula Moyis pana:,"1TheLordsaid to Moses,"
DEU.25,1,"1Loo gə́ ta to mbuna dəwje’g joo ɓa d’aw ne loo gaŋg-rəwtaree’g kar dee gaŋgta dɔ’g ndá, dəw gə́ ta wa dəa el lé d’a kɔr ta dəa’g ya ləm, dəw gə́ ta wa dəa lé d’a kila ta dəa’g ya ləm tɔ.","1When people have a dispute, they are to take it to court and the judges will decide the case, acquitting the innocent and condemning the guilty."
HEB.4,1,1Ndukun gə́ d’un d’ar sí pana: J’a kaw loo-kwa-rɔ’g lé to njaŋg ɓəi. Bèe ndá maji kar sí ɓəlje ne mba kar dəw kára mbuna sí’g a kwa toree el.,"1Therefore, since the promise of entering his rest still stands, let us be careful that none of you be found to have fallen short of it."
LUK.1,1,1Njé gə́ na̰je bula saŋg loo ndaŋg maktub d’ɔr ne ta né gə́ teḛ ɓee lə sí ləw ya.,"1Many have undertaken to draw up an account of the things that have been fulfilled#1:1Orbeen surely believedamong us,"
2KI.7,1,"1Elije pana: Maji kar sí ooje ta lə Njesigənea̰! Njesigənea̰ pa togə́bè pana: Bèlè kàr bèe ndá d’a ndogo nduji gə́ ndá léréré nékwɔji kwɔi-lə-né dɔg-giree-joo kəm larnda kára ləm, d’a ndogo kó-ɔrj nékwɔji kwɔi-lə-né rɔ-joo-giree-sɔ kəm larnda kára ləm tɔ, loo-ndogo-né gə́ to tarəwkɔg’d gə́ Samari.","1Elisha replied, “Hear the word of theLord. This is what theLordsays: About this time tomorrow, a seah#7:1That is, probably about 12 pounds or about 5.5 kilograms of flour; also in verses 16 and 18of the finest flour will sell for a shekel#7:1That is, about 2/5 ounce or about 12 grams; also in verses 16 and 18and two seahs#7:1That is, probably about 20 pounds or about 9 kilograms of barley; also in verses 16 and 18of barley for a shekel at the gate of Samaria.”"
1PE.2,1,"1Bèe ndá meeyèrje gə́ ɓəd-ɓəd ləm, gə gosɔyèr gə́ ɓəd-ɓəd ləm, gə meekas gə́ ria-ria ləm, gə kəmkəḭ ləma, gə ta gə́ tədje ləm tɔ lé uba deeje ya̰ deeje.","1Therefore, rid yourselves of all malice and all deceit, hypocrisy, envy, and slander of every kind."
JOB.10,1,1Ma m’ə̰ji si kəmba ləm bəḭ-bəḭ!,1“I loathe my very life;
MRK.13,1,"1Loo gə́ Jeju ḭ mee kəi-Ala’g unda loo teḛ ɗaga ndá njekwakilá kára mbuna mareeje’g ulá pana: Ɓə! Mbai, aa loo oo mbalje gə́ kən gə kəije gə́ kən!","1As Jesus was leaving the temple, one of his disciples said to him, “Look, Teacher! What massive stones! What magnificent buildings!”"
PSA.50,1,1Pakɔs lə Asap,"1The Mighty One, God, theLord,"
JER.33,1,"1Njesigənea̰ ula Jeremi ta njekɔm’g gɔl joo gə rɔtaje nee, loo gə́ yeḛ nai ne mee gad kəi-daŋgai’g ɓəi lé pana:","1While Jeremiah was still confined in the courtyard of the guard, the word of theLordcame to him a second time:"
EST.4,1,"1Loo gə́ Mardose oo néje lai gə́ deḛ ra lé ndá yeḛ til kubuje rəa’g hao̰-hao̰, ya̰ ula kubu-kwa-ndòo rəa’g ləm, sa bu ɔm dəa’g ləm tɔ. Tɔɓəi yeḛ aw dan mee ɓee-boo’g ɔr ndia wəl no̰ ne gə meeko̰ tɔ.","1When Mordecai learned of all that had been done, he tore his clothes, put on sackcloth and ashes, and went out into the city, wailing loudly and bitterly."
GEN.14,1,"1Mee ləb gə́ Amrapel to ne mbai gə́ Sineyar ləm, Arjok to ne mbai gə́ Elasar ləm, Kedorlaomer to ne mbai gə́ Elam ləma, Tidəal to ne mbai gə́ Gojim ləm tɔ lé","1At the time when Amraphel was king of Shinar,#14:1That is, Babylonia; also in verse 9Arioch king of Ellasar, Kedorlaomer king of Elam and Tidal king of Goyim,"
LUK.6,1,1Ndɔ kára bèe gə́ to ndɔ-kwa-rɔ lé Jeju tal mee ndɔ gə́ kó unda kəm keneŋ. Njékwakiláje riba barkəmko rii gə ji dee d’usɔ#TtG 23.26.,"1One Sabbath Jesus was going through the grainfields, and his disciples began to pick some heads of grain, rub them in their hands and eat the kernels."
DEU.24,1,"1Loo gə́ diŋgam taa dené gə́ dené-təa ɓa gée’g gogo yeḛ tel taa kəmee el mbata yeḛ iŋga nérɔkul rəa’g ndá yeḛ a ndaŋg maktub tḭ-na̰, tɔɓəi loo gə́ yeḛ a kula maktub neelé jia’g ndá a tubá ne mee kəi’g ləa#Mat 5.31, 19.7, Mar 10.4.","1If a man marries a woman who becomes displeasing to him because he finds something indecent about her, and he writes her a certificate of divorce, gives it to her and sends her from his house,"
1TH.3,1,"1Togə́bè ɓa, loo gə́ j’oo loo mba kila meḛ sí po̰ el ŋga ɓa jeḛ j’wɔji mba nai gə kar sí ba Aten ɓəi#NNk 17.15","1So when we could stand it no longer, we thought it best to be left by ourselves in Athens."
LUK.5,1,1Loo gə́ Jeju aar ta mán baa-boo gə́ ria lə Genesaret ar boo-dəwje d’aw dɔ na̰’d wur-wur rəa’g mba koo ta lə Ala lé,"1One day as Jesus was standing by the Lake of Gennesaret,#5:1That is, the Sea of Galileethe people were crowding around him and listening to the word of God."
JOS.7,1,"1Israɛlje d’al ta ta godndu gə́ wɔji dɔ néje gə́ kəm kar dee tuji dee pugudu-pugudu’g lé. Akan gə́ to ŋgolə Karmi, gə́ to ŋgolə Jabdi, gə́ to ŋgolə Jera, gə́ to gə́ ginkoji’g lə Juda lé odo néje gə́ kəm karee tuji dee pugudu-pugudu lé. Togə́bè ɓa ar oŋg lə Njesigənea̰ ḭ ne səa pu dɔ Israɛlje’g tɔ.","1But the Israelites were unfaithful in regard to the devoted things#7:1The Hebrew term refers to the irrevocable giving over of things or persons to theLord, often by totally destroying them; also in verses 11, 12, 13 and 15.; Achan son of Karmi, the son of Zimri,#7:1See Septuagint and 1 Chron. 2:6; HebrewZabdi; also in verses 17 and 18.the son of Zerah, of the tribe of Judah, took some of them. So theLord’s anger burned against Israel."
JON.1,1,"1Njesigənea̰ ula Junas, ŋgolə Amitai pana#2Mb 14.25:",1The word of theLordcame to Jonah son of Amittai:
2CO.3,1,1See jeḛ j’a tel pidi rɔ sí tɔɓəi wa. Esé see jeḛ j’aw ndòo maktub kɔrginrɔ sí ɓa mba kaw ne rɔ sí-seḭ’g ɓəi əsé mba kḭ ne rɔ sí-seḭ’g kaw ne raŋg ɓəi to gə́ njé gə́ raŋg bèe wa.,"1Are we beginning to commend ourselves again? Or do we need, like some people, letters of recommendation to you or from you?"
JHN.4,1,1Jeju gər ta gə́ Parisiḛje pa pana: Jeju ra njékwakiláje batɛm bula unda Ja̰.,1Now Jesus learned that the Pharisees had heard that he was gaining and baptizing more disciples than John—
ZEC.8,1,1Njesigənea̰ gə́ njeboo-néje riba dɔ rəa gə rɔtaje nee pana:,1The word of theLordAlmighty came to me.
GEN.8,1,"1Mee Ala olé dɔ Noe’g gə dɔ daje’g lai, gə dɔ nékulje’g lai gə́ d’aar səa mee kəi-kag’d lé. Ala ar lel ula dɔ naŋg nee ndá mán lé rəm.","1But God remembered Noah and all the wild animals and the livestock that were with him in the ark, and he sent a wind over the earth, and the waters receded."
LEV.1,1,1Njesigənea̰ ɓar Moyis wəl mee kəi-kubu-kiŋga-na̰’g ulá pana:,"1TheLordcalled to Moses and spoke to him from the tent of meeting. He said,"
EXO.14,1,1Njesigənea̰ ula Moyis pana:,"1Then theLordsaid to Moses,"
JOS.15,1,"1Dɔ naŋg gə́ ginkoji Judaje d’iŋga gə goo nékwɔji lée ləm gə goo gel-bɔje lə dee lə dee ləm tɔ lé aw par gə́ rəw-nim-ɓee gə́ Edɔm saar teḛ ne dɔdilaloo gə́ Sin gə́ to dɔkɔl, gə́ to ŋgaŋ loo gə́ dɔkɔl tɔ.","1The allotment for the tribe of Judah, according to its clans, extended down to the territory of Edom, to the Desert of Zin in the extreme south."
DEU.3,1,"1Jeḛ j’ɔsje n’telje tɔɓəi j’unje rəw gə́ Basan. Ndá Og, gə koso-dəwje ləa lai teḛ tila kəm sí, d’ila rɔ dɔ sí’g mee ɓee gə́ Edrei#BI 21.31-35.","1Next we turned and went up along the road toward Bashan, and Og king of Bashan with his whole army marched out to meet us in battle at Edrei."
JER.27,1,"1Un kudee ndɔ ko̰ɓee’g lə Jojakim, ŋgolə Jojias, mbai gə́ Juda lé Njesigənea̰ ula Jeremi ta gə rɔtaje nee pana#2Mb 24.18-20, 2SgI 36.11-13:","1Early in the reign of Zedekiah#27:1A few Hebrew manuscripts and Syriac (see also 27:3,12 and 28:1); most Hebrew manuscriptsJehoiakim(Most Septuagint manuscripts do not have this verse.)son of Josiah king of Judah, this word came to Jeremiah from theLord:"
LEV.14,1,1Njesigənea̰ ula Moyis pana:,"1TheLordsaid to Moses,"
EXO.29,1,"1Aa oo, né gə́ i a ra mba kunda dee ne gə kəmee mba kar dee ra ne kula gə́ wɔji dɔ nékinjaməs kam lé ɓa nee: I a kwa bɔ maŋg kára gə bàl badje joo gə́ rɔ dee mina̰ el.","1“This is what you are to do to consecrate them, so they may serve me as priests: Take a young bull and two rams without defect."
2TI.3,1,"1Maji kari oo gao, ndəa gə́ rudee a kun ɗiao neelé a to ndɔ gə́ loo a moŋg kaŋ.",1But mark this: There will be terrible times in the last days.
JER.4,1,"1Seḭ Israɛlje, ɓó lé seḭ telje","1“If you, Israel, will return,"
ECC.1,1,"1Taje lə Njekilamber gə́ to ŋgolə Dabid, mbai gə́ Jerusalem.","1The words of the Teacher,#1:1Orthe leader of the assembly; also in verses 2 and 12son of David, king in Jerusalem:"
MAT.5,1,1Loo gə́ koso-dəwje gə́ bula digi-digi d’isi d’aw gə́ rəa’g ndá yeḛ uba dɔ mbal aw tar. Loo gə́ yeḛ si naŋg mba̰ ndá njékwakiláje ree pər gə́ rəa’g tɔ.,"1Now when Jesus saw the crowds, he went up on a mountainside and sat down. His disciples came to him,"
AMO.2,1,1Njesigənea̰ ɓa pa togə́bè pana:,1This is what theLordsays:
2KI.4,1,"1Dené kára mbuna denéje’g lə njéteggintaje ra ndòo rɔ Elije’g pana: Ŋgabmje gə́ to kura ləi lé wəi, nɛ i gər gao to gə́ yeḛ lé to njekwa Njesigənea̰ mée’g. Nɛ njeɓaŋ ree mba taa ŋganəmje gə́ joo gə mba kwa dee gə́ ɓərje ləa.","1The wife of a man from the company of the prophets cried out to Elisha, “Your servant my husband is dead, and you know that he revered theLord. But now his creditor is coming to take my two boys as his slaves.”"
REV.19,1,"1Gée gə́ gogo m’oo ndu boo-dəwje gə́ bula digi-digi gə́ ɓar dara pana: Aleluia! Kaji, ləm gə rɔnduba ləma, gə siŋgamoŋ ləm tɔ lé to ka̰ Ala lə sí ya,",1After this I heard what sounded like the roar of a great multitude in heaven shouting:
